Concept Level 1,CCSS Standard,Question UID,Answers,Prompt
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMf,"[{""text""=>""There is {a} concert I want to attend.""}]",There is _____ concert I want to attend.
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMg,"[{""text""=>""An ostrich is {a} large bird.""}]",<u>A / An</u> ostrich is a large bird.
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMi,"[{""text""=>""There has to be {an} easier way.""}]",There has to be <u>a / an / the</u> easier way.
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMj,"[{""text""=>""There's {an} open box on the table.""}]",There's _____ open box on the table.
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMk,"[{""text""=>""They went to {an} ice skating rink.""}]",They went to _____ ice skating rink.
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMl,"[{""text""=>""There is {an} easy way to solve this problem.""}]",There is ____ easy way to solve this problem.
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMm,"[{""text""=>""There is {an} elephant on the plane, so be careful.""}]","There is ____ elephant on the plane, so be careful."
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMn,"[{""text""=>""I saw {an} opportunity, so I took it.""}]","I saw _____ opportunity, so I took it."
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMo,"[{""text""=>""Did you know that Salvador Dali owned {an} anteater?""}]",Did you know that Salvador Dali owned _____ anteater?
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMp,"[{""text""=>""There has to be {an} easy way out of this complex.""}]",There has to be _____ easy way out of this complex.
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMq,"[{""text""=>""Travelling is {an} incredible experience.""}]",Travelling is ___ incredible experience.
Indefinite Articles,"1.1h. Use Determiners: Articles, Demonstratives",Jzw0qjMQEFZyAz8KNMr,"[{""text""=>""{An} apple a day keeps the doctor away.""}]",<u>A / An</u> apple a day keeps the doctor away.
Intensive Pronouns,6.1b. Intensive Pronouns,Jzw0qjMQEFZyAz8KNMt,"[{""text""=>""Graham read the whole book {himself}.""}]",Graham read the whole book ____.
Intensive Pronouns,6.1b. Intensive Pronouns,Jzw0qjMQEFZyAz8KNMu,"[{""text""=>""The only way for you to get something done is to do it {yourself}.""}]",The only way for you to get something done is to do it _____.
Intensive Pronouns,6.1b. Intensive Pronouns,Jzw0qjMQEFZyAz8KNMv,"[{""text""=>""Linda did all the filing {herself}.""}]",Linda did all the filing _____ .
Intensive Pronouns,6.1b. Intensive Pronouns,Jzw0qjMQEFZyAz8KNMw,"[{""text""=>""If you can't help clean the kitchen, we will just do it {ourselves}.""}]","If you can't help clean the kitchen, we will just do it _____ ."
Intensive Pronouns,6.1b. Intensive Pronouns,Jzw0qjMQEFZyAz8KNMx,"[{""text""=>""I've never tried eel {myself}, but I have heard it is healthy.""}]","I've never tried eel _____ , but I have heard it is healthy."
Intensive Pronouns,6.1b. Intensive Pronouns,Jzw0qjMQEFZyAz8KNMy,"[{""text""=>""I thought the movie was good, but you should see it {yourself}.""}]","I thought the movie was good, but you should see it _____ ."
Intensive Pronouns,6.1b. Intensive Pronouns,Jzw0qjMQEFZyAz8KNMz,"[{""text""=>""His family built the tree house {themselves}.""}]",His family built the tree house _____ .
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNN2,"[{""text""=>""We go apple picking in the fall. {However,} this year it was too cold.""}]",We go apple picking in the fall. This year it was too cold.
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNN3,"[{""text""=>""We go apple picking in the fall. {However,} this year it was too cold.""}]",We go apple picking in the fall. However this year it was too cold.
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNN4,"[{""text""=>""Strawberries are my favorite. {However,} I don't eat them all the time.""}]",Strawberries are my favorite. However I don't eat them all the time.
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNN5,"[{""text""=>""I wish I could have three dogs. {However,} they would be very expensive.""}]",I wish I could have three dogs. However they would be very expensive.
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNN6,"[{""text""=>""I think you are correct. {However,} I am going to look it up just to be sure.""}]",I think you are correct. However I am going to look it up just to be sure.
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNN7,"[{""text""=>""We arrived early. {However,} there were no more tickets.""}]",We arrived early. However there were no more tickets.
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNN9,"[{""text""=>""I don't like sweets very much. {Still,} I like sugar in my coffee.""}]",I don't like sweets very much. Still I like sugar in my coffee.
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNNA,"[{""text""=>""I am very tired. {Still,} I can study for a little while.""}]",I am very tired. Still I can study for a little while.
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNNB,"[{""text""=>""She is very rude. {Still,} I think she is funny.""}]",She is very rude. Still I think she is funny.
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNNC,"[{""text""=>""He can't sing well. {Still,} he practices Every Day.""}]",He can't sing well. He practices every day.
Introductory Words,5.2b. Use Commas after Introductory Words,Jzw0qjMQEFZyAz8KNND,"[{""text""=>""The weather was bad today. {Still,} we had a great time.""}]","The weather was bad today. Still, we had a great time."
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNF,"[{""text""=>""Some {deer} have visited our backyard.""}]",Some _____ have visited our backyard.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNG,"[{""text""=>""When driving, watch out for {deer} crossing the road.""}]","When driving, watch out for <u>deer / deers</u> crossing the road."
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNH,"[{""text""=>""We once hiked by a couple of {deer} on this trail.""}]",We once hiked by a couple of <u>deer</u> on this trail.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNI,"[{""text""=>""Some {deer} have visited our backyard.""}]",Some <u>deer</u> have visited our backyard.
Irregular Plural Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNK,"[{""text""=>""I'll have three {loaves} of bread, please.""}]","I'll have three <u>loaf / loaves</u> of bread, please."
Irregular Plural Nouns,2.1b. Use Irregular Plural Nouns,K2xYCMwOFTBGlwdlrL0,"[{""text""=>""To build my bookcase, I had to put in many {shelves}.""}]","To build my bookcase, I had to put in many <u>shelf / shelves</u>."
Irregular Plural Nouns,2.1b. Use Irregular Plural Nouns,K2xYYzLweEsRZTDe81G,"[{""text""=>""The cow gave birth to twin {calves}.""}]",The cow gave birth to twin <u>calf / calves</u>.
Irregular Plural Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNM,"[{""text""=>""Some people dedicate their {lives} to a greater cause.""}]",Some people dedicate their <u>life / lives</u> to a greater cause.
Irregular Plural Nouns,2.1b. Use Irregular Plural Nouns,K2xdwdc07D-2CzchCH9,"[{""text""=>""I had a set of beautiful butter {knives} in my basement.""}]",I had a set of beautiful butter <u>knife / knives</u> in my basement.
Irregular Plural Nouns,2.1b. Use Irregular Plural Nouns,K2xeZc0qCgrdqAZ6pAO,"[{""text""=>""The band of {thieves} went from town to town, plundering what they could find.""}]","The band of <u>thief / thieves</u> went from town to town, plundering what they could find."
Irregular Plural Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNO,"[{""text""=>""How many {potatoes} are you going to buy?""}]",How many <u>potato / potatoes</u> are you going to buy?
Irregular Plural Nouns,2.1b. Use Irregular Plural Nouns,K2xhAo2gJismt0iFCS8,"[{""text""=>""Did you put a lot of { tomatoes} in this dinner?""}]",Did you put a lot of <u>tomato / tomatoes</u> in this dinner?
Irregular Plural Nouns,2.1b. Use Irregular Plural Nouns,K2xhXFAQucpQB5-g_yO,"[{""text""=>""The group of {heroes} were rewarded for their bravery.""}]",The group of <u>hero / heroes </u> were rewarded for their bravery.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNQ,"[{""text""=>""The fish was at least three {feet} long.""}]",The fish was at least three <u>foot</u> long.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNR,"[{""text""=>""What other animals walk on two {feet}?""}]",What other animals walk on two <u>foot</u>?
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNS,"[{""text""=>""I have two {feet}.""}]",I have two <u>foot / feet</u>.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNU,"[{""text""=>""The shoe is tight on my left {foot}.""}]",The shoe is tight on my left <u>feet</u>.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,K2xXdBjsa0t2m4HkaFi,"[{""text""=>""Most people kick the soccer ball with their dominant {foot}.""}]",Most people kick the soccer ball with their dominant <u>feet</u>.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,K2xXr9cRwjePb3Tcc_-,"[{""text""=>""My left {foot} is slightly larger than my right one.""}]",My left <u>feet</u> is slightly larger than my right one.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNW,"[{""text""=>""Sharks lose hundreds of {teeth} every year.""}]",Sharks lose hundreds of <u>tooth</u> every year.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNX,"[{""text""=>""I just had all of my wisdom {teeth} pulled.""}]",I just had all of my wisdom <u>tooth</u> pulled.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNY,"[{""text""=>""Have you lost all of your baby {teeth} yet?""}]",Have you lost all of your baby <u>tooth / teeth</u> yet?
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNN_,"[{""text""=>""I have a sweet {tooth}.""}]",I have a sweet <u>teeth</u>.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,K2xKS3tOE6T_NvRAmQ3,"[{""text""=>""A dentist needed to examine a specific {tooth}.""}]",A dentist needed to examine a specific <u> teeth </u>.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,K2x_bme9RMEmTjDc2Wo,"[{""text""=>""If I have a {tooth} that is bothering me, I will go to the dentist.""}]","If I have a <u>tooth / teeth</u> that is bothering me, I will go to the dentist."
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNb,"[{""text""=>""Are you an only {child}?""}]",Are you an only <u>children / child</u>?
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNc,"[{""text""=>""It is important for a {child} to get exercise.""}]",It is important for a <u>children</u> to get exercise.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,K2xSkdkeI64RBtP6A-i,"[{""text""=>""There was only enough candy for one more {child} to take a piece.""}]",There was only enough candy for one more <u>children</u> to take a piece.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNe,"[{""text""=>""There are some {children} living near the school.""}]",There are some <u>child</u> living near the school.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNf,"[{""text""=>""How many {children} do you have in the class?""}]",How many <u>child</u> do you have in the class?
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNg,"[{""text""=>""Some {children} don't know how to share.""}]",Some <u>child</u> don't know how to share.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNi,"[{""text""=>""How many {people} are showing up to the party?""}]",How many <u>person</u> are showing up to the party?
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNj,"[{""text""=>""These streets are constantly bustling with {people}.""}]",These streets are constantly bustling with <u>person</u>.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNk,"[{""text""=>""Where are all the {people} going to be staying tonight?""}]",Where are all the <u>person / people</u> going to be staying tonight?
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNm,"[{""text""=>""My aunt is a great {person}.""}]",My aunt is a great <u>people</u>.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNn,"[{""text""=>""He was my favorite {person} there.""}]",He was my favorite <u>people / person</u> there.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,K2xUwS90gvunfsNwvUM,"[{""text""=>""This hallway will only allow one {person} to walk at a time.""}]",This hallway will only allow one <u>people</u> to walk at a time.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNp,"[{""text""=>""How many {men} are going with you?""}]",How many <u>man / men</u> are going with you?
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNq,"[{""text""=>""There is one door marked for {men}, and one for women.""}]","There is one door marked for <u>man</u>, and one for women."
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNr,"[{""text""=>""Two nice {men} helped me find my wallet.""}]",Two nice <u>man</u> helped me find my wallet.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNs,"[{""text""=>""The three {men} camped all week.""}]",The three <u>man</u> camped all week.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNu,"[{""text""=>""The US still has not elected a {woman} president.""}]",The US still has not elected a <u>women</u> president.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNv,"[{""text""=>""The {woman} has an adorable puppy.""}]",The <u>women</u> has an adorable puppy.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNw,"[{""text""=>""There were more {women} than men.""}]",There were more <u>woman</u> than men.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNx,"[{""text""=>""Those {women} were hilarious.""}]",Those <u>woman / women</u> were hilarious.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNNz,"[{""text""=>""The flock of {geese} soared into the sky.""}]",The flock of <u>goose</u> soared into the sky.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNO-,"[{""text""=>""His flock of pet {geese} lined up to follow him.""}]",His flock of pet <u>goose / geese</u> lined up to follow him.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,K2xI16cXxiMfZVn6MZw,"[{""text""=>""The flock of {geese} followed me when I held out bread in my hand.""}]",The flock of <u> goose </u> followed me when I held out bread in my hand.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNO1,"[{""text""=>""My dog chased a {goose} in the park.""}]",My dog chased a <u>geese</u> in the park.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,K2xL-OPc7mDvVC-VjOQ,"[{""text""=>""I wanted to take a {goose} home for a pet.""}]",I wanted to take a <u>geese</u> home for a pet.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,K2xLBbUKiLDpv_dpgwe,"[{""text""=>""When I visited the park, I only saw one {goose} standing by himself.""}]","When I visited the park, I only saw one <u>geese</u> standing by himself."
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNO3,"[{""text""=>""I had some pet {mice} when I was a kid.""}]",I had some pet <u>mouse</u> when I was a kid.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNO4,"[{""text""=>""Some {mice} laugh when they are tickled.""}]",Some <u>mouse</u> laugh when they are tickled.
Irregular Nouns,2.1b. Use Irregular Plural Nouns,Jzw0qjMQEFZyAz8KNO5,"[{""text""=>""There is a family of {mice} living behind the walls.""}]",There is a family of <u>mouse / mice</u> living behind the walls.
Irregular Past Participles,2.1d. Use the Past Tense of Frequently Occurring Irregular Verbs,Jzw0qjMQEFZyAz8KNOA,"[{""text""=>""The possum {hid} in our backyard during the day.""}]",The possum _____ in our backyard during the day.
